date	2007	2008
20070101	4.5	4.2		
20070201	4.6	4.0
20070301	4.4	4.1
20070401	4.4	4.3
20070501	4.3	4.3
20070601	4.3	4.3
20070701	4.3	4.3
20070801	4.3	4.1
20070901	4.2	4.3
20071001	4.3	4.3
20071101	4.5	4.5
20071201	4.3	4.6
