Year;United States;Canada;Australia;Japan;France;Germany;Italy;Netherlands;Sweden;United Kingdom;
2007;4,6;5,2;4,4;3,6;8,1;8,7;6,2;3,5;6,1;5,4
2008;5,8;5,3;4,2;3,7;7,5;7,6;6,8;3;6,1;5,7
2009;9,3;7,3;5,6;4,8;9,2;7,8;7,9;3,7;8,3;7,6
2010;9,6;7,1;5,2;4,7;9,4;7,1;8,5;4,5;8,5;7,9
2011;8,9;6,5;5,1;4,2;9,3;5,9;8,5;4,5;7,7;8,1
2012;8,1;6,3;5,2;3,9;10;5,5;10,8;5,3;7,9;8
